timestamp	subject	condition	idx	midi_note	frequency	direction	interval	azimuth	elevation
2024-10-18 15:55:28.591088	sub01	pure_tone	0	70	466.1637615180899	22	NA	-2.7662365942943046	-4.953700950039652
2024-10-18 15:55:29.591088	sub01	pure_tone	1	70	466.1637615180899	21	NA	-2.6904658851273284	7.864459894766163
2024-10-18 15:55:30.591088	sub01	pure_tone	2	56	207.65234878997256	21	NA	-1.168099580411797	22.741354998093822
2024-10-18 15:55:31.591088	sub01	pure_tone	3	85	1108.7305239074883	22	NA	1.361147917633671	15.949890497569513
2024-10-18 15:55:32.591088	sub01	pure_tone	4	62	293.6647679174076	21	NA	-0.7457108835925097	21.58834655200187
2024-10-18 15:55:33.591088	sub01	pure_tone	5	81	880.0	23	NA	2.4179235642955597	-2.0258750417574136
2024-10-18 15:55:34.591088	sub01	pure_tone	6	79	783.9908719634985	22	NA	-2.2308126348236206	-18.52224829060526
2024-10-18 15:55:35.591088	sub01	pure_tone	7	75	622.2539674441618	23	NA	2.8300778527257444	16.3337411625896
2024-10-18 15:55:36.591088	sub01	pure_tone	8	64	329.6275569128699	23	NA	2.375029993553131	14.014065683875188
2024-10-18 15:55:37.591088	sub01	pure_tone	9	86	1174.6590716696303	24	NA	0.17585638610662713	20.92820800257227
2024-10-18 15:55:38.591088	sub01	pure_tone	10	56	207.65234878997256	24	NA	-1.4292964514634472	8.629218526954274
2024-10-18 15:55:39.591088	sub01	pure_tone	11	63	311.1269837220809	24	NA	-1.496723546381734	23.698860430625302
2024-10-18 15:55:40.591088	sub01	pure_tone	12	55	195.99771799087463	24	NA	-1.8064162265497754	-16.527526107055774
2024-10-18 15:55:41.591088	sub01	pure_tone	13	77	698.4564628660078	25	NA	-1.470926620414314	-21.138215241034082
2024-10-18 15:55:42.591088	sub01	pure_tone	14	63	311.1269837220809	25	NA	1.648958042163585	-8.026916940965933
2024-10-18 15:55:43.591088	sub01	pure_tone	15	70	466.1637615180899	24	NA	1.3778551823012866	-7.003323609261885
2024-10-18 15:55:44.591088	sub01	pure_tone	16	86	1174.6590716696303	24	NA	1.340032168002039	10.18544963636227
2024-10-18 15:55:45.591088	sub01	pure_tone	17	69	440.0	21	NA	1.502492163078823	-19.40615736796011
2024-10-18 15:55:46.591088	sub01	pure_tone	18	64	329.6275569128699	22	NA	-2.4632231135652236	8.036521790425411
2024-10-18 15:55:47.591088	sub01	pure_tone	19	63	311.1269837220809	22	NA	-1.5244833504468331	-2.8236085625993446
2024-10-18 15:55:48.591088	sub01	pure_tone	20	81	880.0	22	NA	0.4995550415004444	-11.70263258961869
2024-10-18 15:55:49.591088	sub01	pure_tone	21	87	1244.5079348883237	23	NA	-2.109090125992809	24.91347689604737
2024-10-18 15:55:50.591088	sub01	pure_tone	22	64	329.6275569128699	22	NA	1.185440518814589	20.963657326071473
2024-10-18 15:55:51.591088	sub01	pure_tone	23	80	830.6093951598903	24	NA	-0.7738099249386823	-9.75232038914588
2024-10-18 15:55:52.591088	sub01	pure_tone	24	64	329.6275569128699	25	NA	0.45570023262692816	8.926754863983927
2024-10-18 15:55:53.591088	sub01	pure_tone	25	60	261.6255653005986	22	NA	2.1017478189327106	23.03178089876063
2024-10-18 15:55:54.591088	sub01	pure_tone	26	59	246.94165062806206	22	NA	0.8955515910835732	-10.349250440338325
2024-10-18 15:55:55.591088	sub01	pure_tone	27	56	207.65234878997256	22	NA	0.05437369086816357	15.183479308141706
2024-10-18 15:55:56.591088	sub01	pure_tone	28	76	659.2551138257398	25	NA	-0.11914982065714996	7.927829856121527
2024-10-18 15:55:57.591088	sub01	pure_tone	29	75	622.2539674441618	24	NA	-2.6686826307241427	23.48039401366908
2024-10-18 15:55:58.591088	sub01	pure_tone	30	58	233.08188075904496	21	NA	-0.5855865098882491	2.3489600909035735
2024-10-18 15:55:59.591088	sub01	pure_tone	31	65	349.2282314330039	24	NA	2.9289643766308977	5.7697964236563255
2024-10-18 15:56:00.591088	sub01	pure_tone	32	66	369.9944227116344	23	NA	1.4653448616823688	18.580309291951185
2024-10-18 15:56:01.591088	sub01	pure_tone	33	73	554.3652619537442	24	NA	-1.0444128613390586	22.237597712373507
2024-10-18 15:56:02.591088	sub01	irn	0	68	415.3046975799451	25	NA	2.825855584414623	11.885070982932294
2024-10-18 15:56:03.591088	sub01	irn	1	77	698.4564628660078	22	NA	-1.4071075947380833	-12.381480061202172
2024-10-18 15:56:04.591088	sub01	irn	2	56	207.65234878997256	25	NA	-2.380221443397809	12.343814988458396
2024-10-18 15:56:05.591088	sub01	irn	3	64	329.6275569128699	25	NA	1.9134409810336104	-0.6062652974606342
2024-10-18 15:56:06.591088	sub01	irn	4	79	783.9908719634985	24	NA	1.0776694051087587	-2.5770228720320256
2024-10-18 15:56:07.591088	sub01	irn	5	71	493.8833012561241	23	NA	-1.7482640093422046	22.035876033272345
2024-10-18 15:56:08.591088	sub01	irn	6	77	698.4564628660078	23	NA	0.44013884078924237	-19.689653070040286
2024-10-18 15:56:09.591088	sub01	irn	7	71	493.8833012561241	25	NA	-0.9991308170957525	-23.150317873334448
2024-10-18 15:56:10.591088	sub01	irn	8	76	659.2551138257398	24	NA	1.1154059070080138	14.206638391265997
2024-10-18 15:56:11.591088	sub01	irn	9	62	293.6647679174076	24	NA	2.655667801785973	20.58540739003267
2024-10-18 15:56:12.591088	sub01	irn	10	79	783.9908719634985	24	NA	-2.4030988468720844	-8.83567951592913
2024-10-18 15:56:13.591088	sub01	irn	11	55	195.99771799087463	22	NA	0.46557974319786766	-0.09356772941892522
2024-10-18 15:56:14.591088	sub01	irn	12	62	293.6647679174076	23	NA	0.05348791973846634	18.587890089086876
2024-10-18 15:56:15.591088	sub01	irn	13	86	1174.6590716696303	22	NA	0.38674208763972007	24.010930475484205
2024-10-18 15:56:16.591088	sub01	irn	14	81	880.0	24	NA	2.769584636008738	-15.666097488685093
2024-10-18 15:56:17.591088	sub01	irn	15	70	466.1637615180899	23	NA	-1.3037198588623609	-20.835723498839005
2024-10-18 15:56:18.591088	sub01	irn	16	61	277.1826309768721	23	NA	-0.8924072255793898	-19.83563022512012
2024-10-18 15:56:19.591088	sub01	irn	17	57	220.0	24	NA	1.3391000005637195	17.674304985005673
2024-10-18 15:56:20.591088	sub01	irn	18	72	523.2511306011972	24	NA	1.2951759937034566	7.831756958718245
2024-10-18 15:56:21.591088	sub01	irn	19	60	261.6255653005986	22	NA	-2.37085969952207	-11.58584995869168
2024-10-18 15:56:22.591088	sub01	irn	20	72	523.2511306011972	22	NA	0.6057124365965052	13.363700089444801
2024-10-18 15:56:23.591088	sub01	irn	21	67	391.99543598174927	22	NA	-1.6994771236458477	3.754865274645808
2024-10-18 15:56:24.591088	sub01	irn	22	70	466.1637615180899	24	NA	1.1878114042356935	-1.077028315594275
2024-10-18 15:56:25.591088	sub01	irn	23	77	698.4564628660078	22	NA	-1.1471362794861841	-23.114823715626898
2024-10-18 15:56:26.591088	sub01	irn	24	86	1174.6590716696303	25	NA	2.4685946630996303	-1.8063888419210528
2024-10-18 15:56:27.591088	sub01	irn	25	60	261.6255653005986	21	NA	-1.4274138580389324	7.141343042701748
